Estado,Fecha,Casos,Sospechosos,Negativos,Defunciones,Entretenimiento,Supermercados_y_farmacias,Parques,Transporte_publico,Oficinas,Hogares
BAJA CALIFORNIA,25/06/2020,173,5,99,25,-40,-6,-25,-40,-31,15
BAJA CALIFORNIA,26/06/2020,171,7,128,25,-41,-1,-23,-38,-29,15
BAJA CALIFORNIA,27/06/2020,110,0,51,20,-43,-4,-30,-34,-14,11
BAJA CALIFORNIA,28/06/2020,62,0,23,16,-46,-10,-33,-37,-9,10
BAJA CALIFORNIA,29/06/2020,206,5,84,28,-39,-7,-28,-41,-29,14
BAJA CALIFORNIA,30/06/2020,194,3,84,31,-36,-3,-22,-40,-29,13
BAJA CALIFORNIA,01/07/2020,174,9,122,21,-35,-4,-24,-36,-31,14
BAJA CALIFORNIA,02/07/2020,190,2,83,24,-35,-2,-20,-30,-31,14
BAJA CALIFORNIA,03/07/2020,163,0,99,26,-35,5,-18,-26,-30,14
BAJA CALIFORNIA,04/07/2020,71,0,42,27,-41,-3,-30,-32,-14,11
BAJA CALIFORNIA,05/07/2020,91,3,27,33,-45,-9,-34,-35,-10,9
BAJA CALIFORNIA,06/07/2020,209,4,76,41,-38,-5,-23,-35,-30,13
BAJA CALIFORNIA,07/07/2020,208,11,72,27,-37,-4,-21,-37,-31,13
BAJA CALIFORNIA,08/07/2020,206,5,104,23,-37,-6,-22,-38,-30,14
BAJA CALIFORNIA,09/07/2020,156,8,114,20,-37,-4,-21,-36,-31,14
BAJA CALIFORNIA,10/07/2020,123,18,52,26,-38,0,-19,-35,-29,14
BAJA CALIFORNIA,11/07/2020,51,17,28,24,-40,-2,-28,-33,-13,10
BAJA CALIFORNIA,12/07/2020,65,25,32,23,-43,-9,-32,-33,-11,9
BAJA CALIFORNIA,13/07/2020,145,6,101,17,-37,-6,-22,-38,-29,12
BAJA CALIFORNIA,14/07/2020,157,0,85,18,-36,-4,-20,-38,-30,13
BAJA CALIFORNIA,15/07/2020,165,2,82,8,-32,-1,-20,-38,-30,13
BAJA CALIFORNIA,16/07/2020,148,3,64,22,-33,-1,-21,-36,-30,13
BAJA CALIFORNIA,17/07/2020,127,1,76,25,-35,2,-19,-36,-29,13
BAJA CALIFORNIA,18/07/2020,77,0,26,17,-37,0,-25,-31,-12,9
BAJA CALIFORNIA,19/07/2020,89,0,22,22,-40,-6,-26,-33,-10,8
BAJA CALIFORNIA,20/07/2020,149,7,91,24,-34,-4,-20,-37,-29,12
BAJA CALIFORNIA,21/07/2020,131,3,99,17,-34,-3,-18,-39,-30,13
BAJA CALIFORNIA,22/07/2020,130,3,96,20,-34,-5,-21,-39,-29,13
BAJA CALIFORNIA,23/07/2020,113,2,91,21,-34,-3,-18,-37,-29,13
BAJA CALIFORNIA,24/07/2020,125,10,80,15,-35,2,-17,-38,-27,13
BAJA CALIFORNIA,25/07/2020,76,0,33,27,-36,1,-20,-35,-12,9
BAJA CALIFORNIA,26/07/2020,57,1,23,16,-38,-6,-20,-35,-9,8
BAJA CALIFORNIA,27/07/2020,132,1,102,22,-34,-4,-19,-36,-29,12
BAJA CALIFORNIA,28/07/2020,118,0,94,20,-33,-3,-17,-39,-29,12
BAJA CALIFORNIA,29/07/2020,113,22,66,13,-30,-4,-18,-38,-30,13
BAJA CALIFORNIA,30/07/2020,110,27,89,22,-28,-1,-16,-35,-30,12
BAJA CALIFORNIA,31/07/2020,114,2,63,15,-28,5,-13,-32,-28,12
BAJA CALIFORNIA,01/08/2020,60,0,29,13,-30,2,-18,-23,-12,8
BAJA CALIFORNIA,02/08/2020,62,0,19,15,-32,-5,-19,-22,-11,7
BAJA CALIFORNIA,03/08/2020,142,5,69,21,-26,-1,-15,-26,-28,11
BAJA CALIFORNIA,04/08/2020,139,4,87,29,-26,-1,-13,-31,-29,11
BAJA CALIFORNIA,05/08/2020,106,4,65,13,-24,-1,-13,-29,-29,12
BAJA CALIFORNIA,06/08/2020,110,5,82,9,-25,-1,-12,-30,-29,11
BAJA CALIFORNIA,07/08/2020,90,5,56,13,-27,4,-9,-30,-27,11
BAJA CALIFORNIA,08/08/2020,60,2,36,19,-28,1,-13,-25,-12,8
BAJA CALIFORNIA,09/08/2020,45,2,26,7,-29,-4,-14,-20,-9,7
BAJA CALIFORNIA,10/08/2020,155,7,79,15,-26,-2,-12,-29,-28,10
BAJA CALIFORNIA,11/08/2020,106,8,94,21,-27,-2,-11,-33,-28,11
BAJA CALIFORNIA,12/08/2020,103,3,58,6,-26,-2,-13,-30,-29,11
BAJA CALIFORNIA,13/08/2020,98,9,77,11,-26,0,-13,-30,-29,11
BAJA CALIFORNIA,14/08/2020,90,11,70,17,-26,7,-9,-27,-27,10
BAJA CALIFORNIA,15/08/2020,38,4,23,11,-28,5,-11,-20,-12,7
BAJA CALIFORNIA,16/08/2020,43,2,20,14,-29,-1,-15,-17,-10,6
BAJA CALIFORNIA,17/08/2020,150,14,74,25,-24,1,-10,-26,-27,10
BAJA CALIFORNIA,18/08/2020,64,71,55,16,-24,1,-8,-31,-26,10
BAJA CALIFORNIA,19/08/2020,85,43,67,12,-23,0,-8,-30,-27,11
BAJA CALIFORNIA,20/08/2020,66,78,49,9,-22,1,-6,-25,-28,10
BAJA CALIFORNIA,21/08/2020,37,67,31,12,-23,6,0,-25,-26,10
BAJA CALIFORNIA,22/08/2020,18,32,8,11,-24,5,-5,-20,-10,6
BAJA CALIFORNIA,23/08/2020,18,29,12,11,-25,-1,-9,-14,-8,6
BAJA CALIFORNIA SUR,15/02/2020,0,0,0,0,11,10,2,2,3,-1
BAJA CALIFORNIA SUR,16/02/2020,0,0,0,0,8,9,0,2,1,-1
BAJA CALIFORNIA SUR,17/02/2020,0,0,0,0,4,5,-3,3,12,-2
BAJA CALIFORNIA SUR,18/02/2020,0,0,0,0,3,3,-2,4,11,-2
BAJA CALIFORNIA SUR,19/02/2020,0,0,0,0,2,3,-1,6,10,-2
BAJA CALIFORNIA SUR,20/02/2020,0,0,0,0,3,2,5,8,11,-2
BAJA CALIFORNIA SUR,21/02/2020,0,0,0,0,3,2,7,8,13,-2
BAJA CALIFORNIA SUR,22/02/2020,0,0,0,0,8,5,14,8,3,-1
BAJA CALIFORNIA SUR,23/02/2020,0,0,0,0,10,6,16,6,0,-1
BAJA CALIFORNIA SUR,24/02/2020,0,0,1,0,4,1,1,3,12,-2
BAJA CALIFORNIA SUR,25/02/2020,0,0,1,0,3,1,5,13,9,-2
BAJA CALIFORNIA SUR,26/02/2020,0,0,2,0,1,1,1,8,8,-1
BAJA CALIFORNIA SUR,27/02/2020,0,0,1,0,0,2,-4,5,9,0
BAJA CALIFORNIA SUR,28/02/2020,0,0,0,0,7,8,2,4,14,-3
BAJA CALIFORNIA SUR,29/02/2020,0,0,0,0,9,12,9,4,5,-1
BAJA CALIFORNIA SUR,01/03/2020,0,0,0,0,10,11,13,0,1,-1
BAJA CALIFORNIA SUR,02/03/2020,0,0,1,0,4,7,-7,0,12,-2
BAJA CALIFORNIA SUR,03/03/2020,0,0,0,0,3,5,-6,3,11,-1
BAJA CALIFORNIA SUR,04/03/2020,0,0,1,0,1,4,-4,2,11,-1
BAJA CALIFORNIA SUR,05/03/2020,0,0,2,0,0,4,-3,-1,12,-1
BAJA CALIFORNIA SUR,06/03/2020,0,0,0,0,1,3,1,3,16,-2
BAJA CALIFORNIA SUR,07/03/2020,0,0,1,0,3,5,7,6,5,0
BAJA CALIFORNIA SUR,08/03/2020,0,0,0,0,4,4,12,-2,1,0
BAJA CALIFORNIA SUR,09/03/2020,0,0,3,0,-8,-3,-6,4,-10,5
BAJA CALIFORNIA SUR,10/03/2020,0,0,2,0,-1,2,1,5,11,-2
BAJA CALIFORNIA SUR,11/03/2020,0,0,1,0,0,3,-3,6,10,-2
BAJA CALIFORNIA SUR,12/03/2020,0,0,2,0,1,6,0,0,10,-1
BAJA CALIFORNIA SUR,13/03/2020,0,0,2,0,4,10,5,3,11,-1
BAJA CALIFORNIA SUR,14/03/2020,0,0,1,0,8,17,8,2,4,-2
BAJA CALIFORNIA SUR,15/03/2020,0,0,1,0,4,13,7,-6,1,-1
BAJA CALIFORNIA SUR,16/03/2020,0,0,3,0,-8,7,-2,-8,-42,9
BAJA CALIFORNIA SUR,17/03/2020,1,0,3,0,-6,8,-15,-1,8,-1
BAJA CALIFORNIA SUR,18/03/2020,1,0,6,0,-9,7,-17,-6,2,3
BAJA CALIFORNIA SUR,19/03/2020,0,0,2,0,-13,7,-15,-20,1,4
BAJA CALIFORNIA SUR,20/03/2020,1,0,6,0,-18,2,-16,-19,-5,7
BAJA CALIFORNIA SUR,21/03/2020,1,0,6,0,-26,2,-25,-20,-9,8
BAJA CALIFORNIA SUR,22/03/2020,0,0,0,0,-39,-8,-30,-37,-17,10
BAJA CALIFORNIA SUR,23/03/2020,4,0,11,0,-34,-11,-36,-39,-25,13
BAJA CALIFORNIA SUR,24/03/2020,2,0,10,0,-38,-15,-39,-40,-31,14
BAJA CALIFORNIA SUR,25/03/2020,0,0,17,0,-41,-17,-38,-47,-34,15
BAJA CALIFORNIA SUR,26/03/2020,2,0,14,0,-42,-16,-42,-54,-35,17
BAJA CALIFORNIA SUR,27/03/2020,4,0,17,0,-44,-16,-39,-54,-33,18
BAJA CALIFORNIA SUR,28/03/2020,4,0,7,0,-45,-15,-40,-59,-28,16
BAJA CALIFORNIA SUR,29/03/2020,1,0,10,1,-53,-21,-45,-63,-35,15
BAJA CALIFORNIA SUR,30/03/2020,14,0,28,0,-42,-17,-45,-56,-38,17
BAJA CALIFORNIA SUR,31/03/2020,7,0,31,1,-39,-13,-46,-56,-41,17
BAJA CALIFORNIA SUR,01/04/2020,5,0,29,0,-45,-13,-49,-60,-46,19
BAJA CALIFORNIA SUR,02/04/2020,11,0,28,0,-55,-13,-53,-59,-48,21
BAJA CALIFORNIA SUR,03/04/2020,16,0,27,0,-62,-13,-51,-59,-46,22
BAJA CALIFORNIA SUR,04/04/2020,5,0,21,1,-64,-15,-55,-65,-41,20
BAJA CALIFORNIA SUR,05/04/2020,5,0,13,1,-71,-23,-59,-69,-44,17
BAJA CALIFORNIA SUR,06/04/2020,23,0,58,0,-66,-25,-63,-67,-57,24
BAJA CALIFORNIA SUR,07/04/2020,24,0,34,0,-66,-29,-60,-64,-59,24
BAJA CALIFORNIA SUR,08/04/2020,24,0,45,1,-67,-30,-62,-67,-61,25
BAJA CALIFORNIA SUR,09/04/2020,22,0,41,0,-73,-32,-67,-70,-67,29
BAJA CALIFORNIA SUR,10/04/2020,9,0,18,0,-77,-38,-66,-78,-71,32
BAJA CALIFORNIA SUR,11/04/2020,7,0,19,1,-76,-37,-67,-78,-61,26
BAJA CALIFORNIA SUR,12/04/2020,5,0,12,1,-78,-41,-69,-75,-50,20
BAJA CALIFORNIA SUR,13/04/2020,14,0,43,1,-69,-34,-66,-74,-59,27
BAJA CALIFORNIA SUR,14/04/2020,17,0,32,0,-68,-32,-65,-71,-60,26
BAJA CALIFORNIA SUR,15/04/2020,5,0,37,0,-64,-24,-61,-69,-59,25
BAJA CALIFORNIA SUR,16/04/2020,9,0,23,1,-66,-25,-64,-74,-59,27
BAJA CALIFORNIA SUR,17/04/2020,6,0,17,1,-68,-27,-63,-72,-57,28
BAJA CALIFORNIA SUR,18/04/2020,3,0,12,0,-71,-36,-65,-78,-49,24
BAJA CALIFORNIA SUR,19/04/2020,8,0,9,0,-76,-42,-69,-79,-46,19
BAJA CALIFORNIA SUR,20/04/2020,7,0,20,1,-68,-38,-66,-74,-56,26
BAJA CALIFORNIA SUR,21/04/2020,12,0,28,1,-70,-40,-68,-72,-58,26
BAJA CALIFORNIA SUR,22/04/2020,5,0,12,2,-70,-39,-68,-72,-58,27
BAJA CALIFORNIA SUR,23/04/2020,9,0,9,0,-72,-40,-69,-75,-58,28
BAJA CALIFORNIA SUR,24/04/2020,13,0,11,1,-71,-38,-67,-75,-55,28
BAJA CALIFORNIA SUR,25/04/2020,5,0,7,0,-74,-40,-69,-80,-50,25
BAJA CALIFORNIA SUR,26/04/2020,7,0,19,2,-79,-46,-72,-81,-47,21
BAJA CALIFORNIA SUR,27/04/2020,10,0,13,0,-71,-42,-70,-76,-56,27
BAJA CALIFORNIA SUR,28/04/2020,4,0,19,1,-70,-39,-68,-74,-57,20
BAJA CALIFORNIA SUR,29/04/2020,4,0,22,1,-68,-33,-66,-72,-57,26
BAJA CALIFORNIA SUR,30/04/2020,14,0,21,0,-60,-20,-64,-70,-55,24
BAJA CALIFORNIA SUR,01/05/2020,2,0,12,0,-70,-31,-65,-76,-63,29
BAJA CALIFORNIA SUR,02/05/2020,9,0,2,0,-69,-31,-64,-77,-48,23
BAJA CALIFORNIA SUR,03/05/2020,6,0,5,1,-75,-39,-69,-78,-43,19
BAJA CALIFORNIA SUR,04/05/2020,7,0,24,1,-66,-36,-66,-76,-53,25
BAJA CALIFORNIA SUR,05/05/2020,12,0,15,0,-68,-36,-67,-69,-57,26
BAJA CALIFORNIA SUR,06/05/2020,10,0,25,2,-67,-35,-64,-71,-55,25
BAJA CALIFORNIA SUR,07/05/2020,11,1,24,0,-67,-33,-65,-71,-55,27
BAJA CALIFORNIA SUR,08/05/2020,9,1,30,2,-66,-31,-63,-73,-51,27
BAJA CALIFORNIA SUR,09/05/2020,6,0,15,0,-66,-26,-63,-76,-43,22
BAJA CALIFORNIA SUR,10/05/2020,10,0,5,2,-71,-32,-64,-78,-33,15
BAJA CALIFORNIA SUR,11/05/2020,7,0,23,1,-68,-39,-68,-74,-52,25
BAJA CALIFORNIA SUR,12/05/2020,16,0,29,0,-67,-36,-65,-72,-53,25
BAJA CALIFORNIA SUR,13/05/2020,13,0,9,1,-66,-34,-63,-72,-53,25
BAJA CALIFORNIA SUR,14/05/2020,8,0,11,1,-65,-32,-64,-71,-52,26
BAJA CALIFORNIA SUR,15/05/2020,5,0,22,0,-62,-23,-58,-71,-48,25
BAJA CALIFORNIA SUR,16/05/2020,11,0,9,1,-64,-23,-60,-74,-41,21
BAJA CALIFORNIA SUR,17/05/2020,3,0,3,1,-71,-33,-64,-74,-37,17
BAJA CALIFORNIA SUR,18/05/2020,11,0,6,1,-62,-30,-61,-71,-48,23
BAJA CALIFORNIA SUR,19/05/2020,15,1,17,0,-63,-31,-61,-68,-50,24
BAJA CALIFORNIA SUR,20/05/2020,17,0,18,1,-63,-30,-57,-69,-50,24
BAJA CALIFORNIA SUR,21/05/2020,8,0,31,0,-64,-31,-60,-70,-50,25
BAJA CALIFORNIA SUR,22/05/2020,15,0,35,1,-64,-29,-61,-70,-46,25
BAJA CALIFORNIA SUR,23/05/2020,7,0,26,0,-65,-26,-59,-74,-37,20
BAJA CALIFORNIA SUR,24/05/2020,9,0,13,1,-71,-34,-62,-72,-35,17
BAJA CALIFORNIA SUR,25/05/2020,16,0,36,0,-62,-31,-64,-72,-47,23
BAJA CALIFORNIA SUR,26/05/2020,14,1,34,1,-63,-32,-62,-69,-47,23
BAJA CALIFORNIA SUR,27/05/2020,22,0,29,2,-63,-31,-59,-68,-47,23
BAJA CALIFORNIA SUR,28/05/2020,18,0,30,0,-63,-30,-61,-69,-47,24
BAJA CALIFORNIA SUR,29/05/2020,22,0,34,1,-59,-21,-56,-67,-42,23
BAJA CALIFORNIA SUR,30/05/2020,13,0,31,0,-59,-17,-56,-72,-31,17
BAJA CALIFORNIA SUR,31/05/2020,8,0,53,0,-66,-25,-58,-68,-27,14
BAJA CALIFORNIA SUR,01/06/2020,36,0,42,1,-55,-21,-58,-62,-38,18
BAJA CALIFORNIA SUR,02/06/2020,18,0,43,1,-56,-23,-55,-62,-40,18
BAJA CALIFORNIA SUR,03/06/2020,16,0,34,2,-57,-23,-52,-57,-40,18
BAJA CALIFORNIA SUR,04/06/2020,22,1,51,3,-58,-24,-55,-61,-41,19
BAJA CALIFORNIA SUR,05/06/2020,22,0,82,3,-58,-24,-51,-58,-37,18
BAJA CALIFORNIA SUR,06/06/2020,14,0,52,0,-59,-21,-52,-65,-29,14
BAJA CALIFORNIA SUR,07/06/2020,20,0,19,0,-66,-28,-55,-68,-29,12
BAJA CALIFORNIA SUR,08/06/2020,53,0,42,0,-58,-26,-56,-59,-36,17
BAJA CALIFORNIA SUR,09/06/2020,38,1,46,1,-58,-27,-55,-62,-39,17
BAJA CALIFORNIA SUR,10/06/2020,47,0,29,0,-56,-26,-49,-58,-38,17
BAJA CALIFORNIA SUR,11/06/2020,29,0,65,2,-57,-27,-53,-62,-39,18
BAJA CALIFORNIA SUR,12/06/2020,25,1,92,2,-56,-23,-48,-59,-34,17
BAJA CALIFORNIA SUR,13/06/2020,22,0,32,2,-55,-18,-47,-63,-24,13
BAJA CALIFORNIA SUR,14/06/2020,21,0,32,4,-61,-25,-50,-65,-23,11
BAJA CALIFORNIA SUR,15/06/2020,52,0,49,4,-47,-16,-43,-55,-32,14
BAJA CALIFORNIA SUR,16/06/2020,30,0,79,1,-46,-17,-39,-55,-34,13
BAJA CALIFORNIA SUR,17/06/2020,47,0,84,1,-46,-18,-34,-54,-35,13
BAJA CALIFORNIA SUR,18/06/2020,48,0,71,1,-48,-20,-41,-56,-36,14
BAJA CALIFORNIA SUR,19/06/2020,19,0,60,1,-47,-17,-36,-53,-31,13
BAJA CALIFORNIA SUR,20/06/2020,35,0,21,2,-46,-10,-31,-57,-20,10
BAJA CALIFORNIA SUR,21/06/2020,17,0,22,0,-54,-16,-32,-61,-13,6
BAJA CALIFORNIA SUR,22/06/2020,33,1,103,1,-49,-23,-42,-52,-34,14
BAJA CALIFORNIA SUR,23/06/2020,47,2,103,1,-48,-22,-37,-54,-35,14
BAJA CALIFORNIA SUR,24/06/2020,53,1,79,1,-48,-21,-35,-51,-34,14
BAJA CALIFORNIA SUR,25/06/2020,54,1,90,1,-48,-22,-37,-53,-34,15
BAJA CALIFORNIA SUR,26/06/2020,41,0,44,1,-48,-19,-34,-50,-30,14
BAJA CALIFORNIA SUR,27/06/2020,45,0,58,3,-48,-17,-30,-54,-22,11
BAJA CALIFORNIA SUR,28/06/2020,35,1,34,0,-53,-24,-30,-59,-19,9
BAJA CALIFORNIA SUR,29/06/2020,66,0,88,1,-45,-20,-38,-49,-31,13
BAJA CALIFORNIA SUR,30/06/2020,58,2,80,4,-40,-12,-34,-50,-33,12
BAJA CALIFORNIA SUR,01/07/2020,73,0,104,1,-40,-12,-29,-41,-34,12
BAJA CALIFORNIA SUR,02/07/2020,70,6,120,5,-41,-13,-35,-44,-34,13
BAJA CALIFORNIA SUR,03/07/2020,64,0,90,4,-43,-13,-32,-44,-30,13
BAJA CALIFORNIA SUR,04/07/2020,57,0,64,1,-43,-12,-31,-51,-19,10
BAJA CALIFORNIA SUR,05/07/2020,49,0,61,2,-50,-19,-35,-51,-18,9
BAJA CALIFORNIA SUR,06/07/2020,89,1,93,2,-42,-17,-39,-44,-32,13
BAJA CALIFORNIA SUR,07/07/2020,113,0,80,0,-43,-19,-36,-44,-34,13
BAJA CALIFORNIA SUR,08/07/2020,93,3,91,1,-44,-19,-33,-44,-34,13
BAJA CALIFORNIA SUR,09/07/2020,126,0,117,3,-45,-19,-38,-47,-34,15
BAJA CALIFORNIA SUR,10/07/2020,118,1,104,3,-45,-17,-33,-45,-30,15
BAJA CALIFORNIA SUR,11/07/2020,38,0,43,4,-45,-13,-31,-48,-19,11
BAJA CALIFORNIA SUR,12/07/2020,49,0,20,5,-51,-20,-36,-50,-18,10
BAJA CALIFORNIA SUR,13/07/2020,129,3,106,4,-44,-17,-39,-43,-32,14
BAJA CALIFORNIA SUR,14/07/2020,121,1,117,4,-42,-16,-34,-46,-35,14
BAJA CALIFORNIA SUR,15/07/2020,132,5,133,3,-35,-6,-29,-43,-33,13
BAJA CALIFORNIA SUR,16/07/2020,117,2,102,2,-38,-8,-35,-47,-34,14
BAJA CALIFORNIA SUR,17/07/2020,90,1,150,7,-41,-10,-30,-45,-31,14
BAJA CALIFORNIA SUR,18/07/2020,61,3,44,2,-42,-10,-31,-48,-20,11
BAJA CALIFORNIA SUR,19/07/2020,39,2,15,3,-48,-19,-34,-50,-19,10
BAJA CALIFORNIA SUR,20/07/2020,154,2,115,4,-41,-15,-38,-45,-34,14
BAJA CALIFORNIA SUR,21/07/2020,111,4,153,4,-41,-17,-35,-43,-36,15
BAJA CALIFORNIA SUR,22/07/2020,115,3,143,5,-42,-18,-31,-44,-35,15
BAJA CALIFORNIA SUR,23/07/2020,142,1,135,4,-43,-17,-33,-47,-35,16
BAJA CALIFORNIA SUR,24/07/2020,105,1,130,7,-43,-16,-30,-48,-31,15
BAJA CALIFORNIA SUR,25/07/2020,67,0,42,3,-43,-14,-29,-46,-20,12
BAJA CALIFORNIA SUR,26/07/2020,39,0,28,7,-50,-21,-34,-48,-19,10
BAJA CALIFORNIA SUR,27/07/2020,172,1,110,5,-42,-17,-39,-47,-34,15
BAJA CALIFORNIA SUR,28/07/2020,152,2,143,6,-43,-18,-36,-46,-35,15
BAJA CALIFORNIA SUR,29/07/2020,120,4,110,8,-39,-18,-32,-42,-36,15
BAJA CALIFORNIA SUR,30/07/2020,153,5,153,8,-38,-15,-35,-44,-35,15
BAJA CALIFORNIA SUR,31/07/2020,99,5,129,3,-34,-8,-30,-43,-31,14
BAJA CALIFORNIA SUR,01/08/2020,64,0,34,5,-35,-7,-28,-42,-20,10
BAJA CALIFORNIA SUR,02/08/2020,40,0,34,4,-43,-15,-31,-41,-20,9
BAJA CALIFORNIA SUR,03/08/2020,163,2,162,3,-35,-13,-36,-42,-34,13
BAJA CALIFORNIA SUR,04/08/2020,146,0,180,4,-36,-14,-33,-42,-36,14
BAJA CALIFORNIA SUR,05/08/2020,152,0,111,4,-36,-16,-25,-36,-35,14
BAJA CALIFORNIA SUR,06/08/2020,123,1,182,1,-37,-17,-32,-42,-35,15
BAJA CALIFORNIA SUR,07/08/2020,112,0,130,6,-38,-17,-28,-38,-31,14
BAJA CALIFORNIA SUR,08/08/2020,82,1,63,7,-38,-14,-29,-43,-21,11
BAJA CALIFORNIA SUR,09/08/2020,45,1,29,8,-44,-20,-29,-43,-21,10
BAJA CALIFORNIA SUR,10/08/2020,140,4,126,5,-38,-18,-36,-42,-34,14
BAJA CALIFORNIA SUR,11/08/2020,121,3,103,11,-39,-18,-34,-41,-35,14
BAJA CALIFORNIA SUR,12/08/2020,129,0,116,6,-38,-18,-28,-37,-35,14
BAJA CALIFORNIA SUR,13/08/2020,139,2,163,2,-38,-17,-33,-41,-35,15
BAJA CALIFORNIA SUR,14/08/2020,132,0,155,9,-34,-10,-27,-37,-31,13
BAJA CALIFORNIA SUR,15/08/2020,57,0,59,5,-32,-5,-25,-40,-19,9
BAJA CALIFORNIA SUR,16/08/2020,47,0,17,6,-38,-12,-27,-38,-19,8
BAJA CALIFORNIA SUR,17/08/2020,143,2,113,5,-32,-11,-32,-38,-33,12
BAJA CALIFORNIA SUR,18/08/2020,139,2,138,12,-31,-4,-28,-35,-32,12
BAJA CALIFORNIA SUR,19/08/2020,93,4,119,5,-52,-27,-51,-50,-46,17
BAJA CALIFORNIA SUR,20/08/2020,34,0,25,4,-56,-34,-49,-41,-57,15
BAJA CALIFORNIA SUR,21/08/2020,69,10,70,5,-37,-19,-32,-35,-31,11
BAJA CALIFORNIA SUR,22/08/2020,71,4,93,4,-34,-14,-26,-40,-19,10
BAJA CALIFORNIA SUR,23/08/2020,40,12,10,3,-39,-18,-29,-39,-19,9
CAMPECHE,15/02/2020,0,0,0,0,9,5,12,-1,5,-2
CAMPECHE,16/02/2020,0,0,0,0,11,8,3,4,1,-1
CAMPECHE,17/02/2020,0,0,0,0,6,5,6,0,16,-4
CAMPECHE,18/02/2020,0,0,0,0,5,-1,6,-5,10,-3
CAMPECHE,19/02/2020,0,0,0,0,5,0,13,1,10,-3
CAMPECHE,20/02/2020,0,0,1,0,7,1,16,2,8,-2
CAMPECHE,21/02/2020,0,0,0,0,6,0,24,6,9,-3
CAMPECHE,22/02/2020,0,0,0,0,14,6,51,10,1,-2
CAMPECHE,23/02/2020,0,0,0,0,23,5,33,5,-1,-1
CAMPECHE,24/02/2020,0,0,0,0,9,-1,16,0,-23,3
CAMPECHE,25/02/2020,0,0,0,0,-2,-6,6,7,-34,4
CAMPECHE,26/02/2020,0,0,1,0,-9,-8,-12,-4,-13,3
CAMPECHE,27/02/2020,0,0,1,0,-4,-1,-10,-6,6,1
CAMPECHE,28/02/2020,0,0,0,0,-2,5,-9,-8,12,0
CAMPECHE,29/02/2020,0,0,0,0,4,8,1,0,4,1
CAMPECHE,01/03/2020,0,0,0,0,5,11,-2,5,-1,1
CAMPECHE,02/03/2020,0,0,0,0,5,6,5,2,17,-3
CAMPECHE,03/03/2020,0,0,0,0,2,3,5,-6,12,-2
CAMPECHE,04/03/2020,0,0,0,0,1,2,7,-5,10,-2
CAMPECHE,05/03/2020,0,0,0,0,-2,1,1,-2,11,-1
CAMPECHE,06/03/2020,0,0,0,0,-4,-2,-2,-4,15,-1
CAMPECHE,07/03/2020,0,0,0,0,-1,-1,1,-8,5,1
CAMPECHE,08/03/2020,1,0,0,0,3,2,2,-10,1,2
CAMPECHE,09/03/2020,0,0,0,0,-7,-5,-5,-5,-13,5
CAMPECHE,10/03/2020,0,0,0,0,-2,-2,3,-4,11,-2
CAMPECHE,11/03/2020,0,0,0,0,-4,-4,3,-8,9,-1
CAMPECHE,12/03/2020,1,0,0,0,-2,-1,3,-4,9,-1
CAMPECHE,13/03/2020,0,0,0,0,4,7,5,10,10,-2
CAMPECHE,14/03/2020,1,0,0,0,2,12,9,13,3,-1
CAMPECHE,15/03/2020,0,0,1,0,-2,9,2,-8,-2,0
CAMPECHE,16/03/2020,0,0,1,0,-11,8,-10,-1,-51,10
CAMPECHE,17/03/2020,0,0,0,0,-9,4,-11,2,4,0
CAMPECHE,18/03/2020,0,0,0,0,-11,-1,-12,-12,-5,4
CAMPECHE,19/03/2020,0,0,0,0,-18,1,-17,-6,-8,7
CAMPECHE,20/03/2020,0,0,0,0,-24,-4,-25,-16,-10,8
CAMPECHE,21/03/2020,0,0,0,0,-33,-8,-32,-24,-7,10
CAMPECHE,22/03/2020,0,0,2,0,-41,-17,-42,-36,-13,11
CAMPECHE,23/03/2020,1,0,0,0,-35,-19,-35,-35,-30,14
CAMPECHE,24/03/2020,0,0,2,0,-40,-22,-40,-35,-37,15
CAMPECHE,25/03/2020,0,0,2,0,-43,-27,-43,-41,-40,17
CAMPECHE,26/03/2020,0,0,3,0,-44,-25,-43,-44,-41,19
CAMPECHE,27/03/2020,3,0,5,0,-43,-21,-42,-48,-37,18
CAMPECHE,28/03/2020,0,0,2,0,-45,-20,-43,-46,-20,14
CAMPECHE,29/03/2020,1,0,5,0,-50,-24,-52,-51,-23,14
CAMPECHE,30/03/2020,0,0,6,0,-39,-21,-40,-49,-40,17
CAMPECHE,31/03/2020,0,0,7,0,-39,-18,-45,-47,-45,17
CAMPECHE,01/04/2020,0,0,3,0,-41,-19,-44,-46,-49,19
CAMPECHE,02/04/2020,2,0,7,0,-48,-20,-47,-48,-49,21
CAMPECHE,03/04/2020,1,0,5,0,-54,-20,-49,-51,-46,22
CAMPECHE,04/04/2020,0,0,2,0,-55,-16,-50,-50,-28,16
CAMPECHE,05/04/2020,3,0,1,0,-59,-29,-55,-55,-28,15
CAMPECHE,06/04/2020,3,0,5,1,-52,-25,-47,-52,-49,20
CAMPECHE,07/04/2020,0,0,7,0,-54,-26,-51,-53,-53,20
CAMPECHE,08/04/2020,0,0,6,0,-55,-27,-51,-48,-54,21
CAMPECHE,09/04/2020,2,0,2,0,-59,-27,-54,-54,-63,25
CAMPECHE,10/04/2020,1,0,2,1,-70,-38,-64,-67,-68,29
