Estado,Fecha,Casos,Sospechosos,Negativos,Defunciones,Entretenimiento,Supermercados_y_farmacias,Parques,Transporte_publico,Oficinas,Hogares
MEXICO,21/03/2020,5,0,26,0,-19,-2,-21,-24,-3,7
MEXICO,22/03/2020,5,0,14,0,-22,-6,-27,-27,-4,5
MEXICO,23/03/2020,15,0,65,0,-20,-8,-21,-34,-27,11
MEXICO,24/03/2020,23,0,74,0,-25,-7,-24,-39,-32,13
MEXICO,25/03/2020,26,0,81,0,-28,-10,-26,-41,-35,15
MEXICO,26/03/2020,27,1,80,0,-30,-12,-27,-43,-36,16
MEXICO,27/03/2020,43,0,145,0,-30,-10,-24,-44,-34,17
MEXICO,28/03/2020,27,0,65,4,-32,-7,-27,-39,-14,12
MEXICO,29/03/2020,18,2,64,1,-36,-12,-36,-41,-16,9
MEXICO,30/03/2020,55,1,179,1,-27,-12,-26,-45,-38,15
MEXICO,31/03/2020,34,0,124,2,-26,-8,-27,-47,-40,16
MEXICO,01/04/2020,50,1,130,1,-28,-8,-29,-49,-43,17
MEXICO,02/04/2020,50,0,128,5,-38,-6,-32,-49,-45,19
MEXICO,03/04/2020,51,0,155,3,-48,-2,-29,-46,-42,20
MEXICO,04/04/2020,34,1,105,5,-50,0,-30,-39,-23,14
MEXICO,05/04/2020,41,2,51,5,-54,-8,-38,-42,-22,11
MEXICO,06/04/2020,84,2,133,4,-46,-6,-27,-49,-48,18
MEXICO,07/04/2020,73,4,169,10,-44,-6,-27,-52,-50,19
MEXICO,08/04/2020,88,5,169,6,-42,-3,-27,-50,-51,19
MEXICO,09/04/2020,62,4,91,5,-48,-2,-29,-57,-63,23
MEXICO,10/04/2020,94,4,121,7,-63,-20,-40,-67,-73,29
MEXICO,11/04/2020,78,1,69,13,-60,-19,-41,-58,-46,18
MEXICO,12/04/2020,84,3,62,17,-58,-21,-47,-48,-27,11
MEXICO,13/04/2020,159,3,233,19,-46,-12,-31,-51,-47,19
MEXICO,14/04/2020,161,6,220,16,-45,-8,-31,-54,-48,20
MEXICO,15/04/2020,184,2,192,18,-42,-3,-30,-52,-48,20
MEXICO,16/04/2020,191,4,166,16,-42,-6,-32,-53,-49,21
MEXICO,17/04/2020,161,6,179,22,-46,-9,-31,-53,-46,22
MEXICO,18/04/2020,160,1,84,28,-52,-15,-37,-49,-24,16
MEXICO,19/04/2020,155,3,92,27,-54,-20,-44,-48,-21,11
MEXICO,20/04/2020,264,9,228,34,-49,-20,-35,-54,-46,19
MEXICO,21/04/2020,283,7,191,36,-52,-21,-40,-57,-48,21
MEXICO,22/04/2020,251,6,199,39,-52,-21,-41,-58,-49,22
MEXICO,23/04/2020,274,7,187,35,-55,-24,-44,-59,-51,23
MEXICO,24/04/2020,312,7,280,48,-57,-25,-43,-58,-48,24
MEXICO,25/04/2020,196,6,127,47,-58,-23,-45,-53,-28,18
MEXICO,26/04/2020,214,10,96,67,-60,-26,-52,-53,-24,13
MEXICO,27/04/2020,365,4,236,50,-55,-25,-42,-57,-49,22
MEXICO,28/04/2020,346,9,276,57,-54,-22,-42,-58,-50,18
MEXICO,29/04/2020,324,8,338,71,-50,-17,-40,-57,-50,22
MEXICO,30/04/2020,303,30,451,65,-40,-7,-38,-55,-49,21
MEXICO,01/05/2020,274,16,292,74,-54,-16,-42,-64,-63,28
MEXICO,02/05/2020,235,12,293,64,-53,-16,-41,-53,-31,18
MEXICO,03/05/2020,252,5,275,64,-57,-24,-50,-52,-23,13
MEXICO,04/05/2020,497,20,627,92,-51,-21,-40,-57,-49,21
MEXICO,05/05/2020,347,34,516,63,-52,-21,-42,-60,-52,23
MEXICO,06/05/2020,352,50,702,55,-52,-21,-42,-58,-51,23
MEXICO,07/05/2020,446,30,621,66,-51,-20,-42,-60,-52,24
MEXICO,08/05/2020,434,38,740,60,-53,-20,-41,-59,-49,25
MEXICO,09/05/2020,259,36,282,62,-53,-15,-41,-52,-28,18
MEXICO,10/05/2020,249,24,237,65,-54,-21,-49,-52,-14,11
MEXICO,11/05/2020,578,50,750,69,-53,-25,-43,-57,-49,22
MEXICO,12/05/2020,541,52,758,58,-51,-21,-39,-59,-50,23
MEXICO,13/05/2020,585,43,587,85,-50,-19,-40,-59,-50,23
MEXICO,14/05/2020,538,59,552,75,-48,-17,-39,-58,-51,21
MEXICO,15/05/2020,621,60,526,92,-48,-13,-35,-56,-47,24
MEXICO,16/05/2020,360,44,227,87,-50,-11,-38,-49,-25,17
MEXICO,17/05/2020,319,31,165,101,-55,-21,-48,-51,-19,13
MEXICO,18/05/2020,696,67,551,93,-49,-19,-39,-55,-47,21
MEXICO,19/05/2020,578,62,457,99,-49,-18,-38,-56,-49,22
MEXICO,20/05/2020,634,88,667,82,-49,-16,-37,-56,-49,22
MEXICO,21/05/2020,681,70,526,101,-50,-17,-37,-56,-50,24
MEXICO,22/05/2020,707,83,646,98,-52,-17,-36,-56,-45,24
MEXICO,23/05/2020,321,39,200,84,-53,-14,-37,-49,-22,17
MEXICO,24/05/2020,357,41,188,107,-56,-21,-45,-50,-16,13
MEXICO,25/05/2020,805,57,644,100,-50,-19,-37,-54,-46,21
MEXICO,26/05/2020,699,95,526,113,-50,-19,-37,-57,-47,22
MEXICO,27/05/2020,775,54,658,95,-52,-21,-41,-58,-47,22
MEXICO,28/05/2020,695,54,598,96,-49,-17,-41,-55,-48,23
MEXICO,29/05/2020,707,64,616,103,-48,-10,-34,-53,-43,23
MEXICO,30/05/2020,398,30,280,109,-47,-6,-35,-45,-17,16
MEXICO,31/05/2020,339,38,188,110,-52,-15,-46,-47,-10,12
MEXICO,01/06/2020,854,80,622,107,-44,-11,-34,-50,-42,19
MEXICO,02/06/2020,804,70,557,98,-45,-12,-34,-53,-44,21
MEXICO,03/06/2020,934,103,708,122,-46,-13,-35,-53,-44,21
MEXICO,04/06/2020,796,67,603,106,-46,-13,-36,-53,-45,22
MEXICO,05/06/2020,816,80,665,103,-48,-12,-34,-51,-41,22
MEXICO,06/06/2020,409,51,168,108,-50,-11,-37,-45,-16,16
MEXICO,07/06/2020,419,24,159,115,-54,-19,-46,-48,-10,12
MEXICO,08/06/2020,1058,76,672,112,-49,-19,-41,-51,-42,19
MEXICO,09/06/2020,889,61,729,128,-48,-18,-40,-53,-43,21
MEXICO,10/06/2020,894,80,749,114,-45,-13,-36,-52,-43,20
MEXICO,11/06/2020,737,81,815,121,-45,-13,-37,-52,-44,21
MEXICO,12/06/2020,731,92,810,109,-45,-9,-33,-50,-39,21
MEXICO,13/06/2020,371,42,286,106,-46,-6,-33,-43,-12,15
MEXICO,14/06/2020,377,43,245,106,-49,-14,-41,-44,-5,11
MEXICO,15/06/2020,866,68,926,122,-40,-8,-32,-48,-39,18
MEXICO,16/06/2020,839,125,836,124,-40,-6,-31,-49,-41,19
MEXICO,17/06/2020,758,79,876,112,-41,-8,-32,-49,-41,19
MEXICO,18/06/2020,741,90,878,95,-42,-9,-33,-51,-42,20
MEXICO,19/06/2020,737,77,942,108,-44,-8,-31,-48,-38,19
MEXICO,20/06/2020,370,53,318,80,-45,-4,-32,-40,-10,14
MEXICO,21/06/2020,256,43,185,83,-48,-12,-42,-44,4,9
MEXICO,22/06/2020,746,87,778,95,-46,-17,-38,-48,-43,19
MEXICO,23/06/2020,663,66,746,89,-45,-15,-36,-50,-42,19
MEXICO,24/06/2020,697,103,880,82,-43,-12,-36,-50,-41,20
MEXICO,25/06/2020,579,87,842,69,-43,-12,-38,-51,-42,20
MEXICO,26/06/2020,686,80,875,82,-44,-9,-33,-48,-38,20
MEXICO,27/06/2020,273,46,320,90,-45,-6,-32,-41,-12,14
MEXICO,28/06/2020,271,27,205,90,-48,-13,-39,-43,-2,10
MEXICO,29/06/2020,821,85,952,123,-40,-11,-35,-46,-39,17
MEXICO,30/06/2020,632,71,754,86,-34,0,-32,-46,-39,17
MEXICO,01/07/2020,833,113,881,82,-34,-2,-32,-45,-40,17
MEXICO,02/07/2020,648,123,728,95,-35,-3,-32,-46,-40,18
MEXICO,03/07/2020,671,157,858,61,-39,-4,-30,-44,-36,18
MEXICO,04/07/2020,323,47,318,70,-43,-5,-33,-38,-10,13
MEXICO,05/07/2020,263,37,187,83,-45,-12,-40,-39,-3,10
MEXICO,06/07/2020,725,174,887,109,-37,-11,-34,-43,-39,16
MEXICO,07/07/2020,647,147,830,78,-35,-9,-32,-46,-40,17
MEXICO,08/07/2020,657,199,874,85,-36,-11,-35,-46,-39,17
MEXICO,09/07/2020,513,212,779,79,-37,-12,-36,-45,-40,18
MEXICO,10/07/2020,679,243,919,73,-37,-8,-29,-43,-36,18
MEXICO,11/07/2020,259,42,353,85,-39,-6,-31,-37,-8,12
MEXICO,12/07/2020,222,49,182,71,-41,-14,-38,-37,-1,9
MEXICO,13/07/2020,657,196,861,66,-35,-11,-31,-43,-38,16
MEXICO,14/07/2020,568,252,801,72,-32,-8,-32,-45,-39,16
MEXICO,15/07/2020,696,201,831,74,-27,-1,-29,-43,-38,16
MEXICO,16/07/2020,603,321,769,86,-27,-1,-30,-42,-39,16
MEXICO,17/07/2020,611,209,860,68,-33,-4,-29,-40,-35,17
MEXICO,18/07/2020,277,31,282,75,-35,-3,-28,-32,-7,11
MEXICO,19/07/2020,271,34,175,82,-37,-11,-36,-34,0,8
MEXICO,20/07/2020,781,224,814,64,-32,-9,-29,-41,-37,15
MEXICO,21/07/2020,749,290,721,68,-32,-8,-29,-44,-39,16
MEXICO,22/07/2020,690,341,821,54,-32,-10,-31,-44,-37,16
MEXICO,23/07/2020,573,260,781,64,-32,-9,-31,-44,-38,17
MEXICO,24/07/2020,585,237,855,67,-35,-7,-28,-41,-34,17
MEXICO,25/07/2020,218,77,304,68,-37,-7,-28,-33,-8,11
MEXICO,26/07/2020,193,40,193,65,-38,-13,-34,-35,-1,8
MEXICO,27/07/2020,652,154,957,67,-34,-13,-30,-40,-37,15
MEXICO,28/07/2020,562,89,905,53,-32,-10,-31,-44,-38,16
MEXICO,29/07/2020,630,99,834,56,-30,-9,-31,-43,-38,16
MEXICO,30/07/2020,514,316,831,53,-24,-3,-27,-42,-38,16
MEXICO,31/07/2020,521,318,937,52,-28,-4,-30,-40,-35,16
MEXICO,01/08/2020,222,154,317,64,-28,1,-26,-30,-8,10
MEXICO,02/08/2020,201,92,182,50,-30,-6,-30,-31,0,7
MEXICO,03/08/2020,590,345,841,58,-27,-8,-30,-37,-36,14
MEXICO,04/08/2020,556,345,825,56,-25,-5,-28,-41,-37,15
MEXICO,05/08/2020,561,418,867,54,-23,-4,-25,-41,-37,15
MEXICO,06/08/2020,486,404,790,64,-25,-6,-28,-41,-37,15
MEXICO,07/08/2020,520,316,871,40,-27,-5,-25,-39,-33,15
MEXICO,08/08/2020,193,104,288,47,-31,-7,-28,-32,-8,10
MEXICO,09/08/2020,172,70,135,61,-30,-10,-31,-32,1,7
MEXICO,10/08/2020,585,377,914,68,-28,-12,-30,-38,-36,14
MEXICO,11/08/2020,491,370,845,45,-26,-9,-29,-41,-37,15
MEXICO,12/08/2020,470,519,880,48,-25,-7,-28,-41,-36,15
MEXICO,13/08/2020,474,504,783,47,-22,-3,-26,-40,-37,15
MEXICO,14/08/2020,430,384,876,48,-24,-2,-25,-34,-32,14
MEXICO,15/08/2020,194,99,313,40,-24,2,-23,-26,-6,8
MEXICO,16/08/2020,145,67,149,53,-23,-4,-26,-25,2,5
MEXICO,17/08/2020,520,423,940,43,-23,-7,-27,-36,-35,13
MEXICO,18/08/2020,500,441,842,44,-20,-2,-21,-38,-35,14
MEXICO,19/08/2020,406,415,970,45,-20,-3,-20,-37,-35,14
MEXICO,20/08/2020,383,571,616,32,-19,-3,-20,-36,-36,14
MEXICO,21/08/2020,318,754,620,44,-21,0,-14,-34,-31,14
MEXICO,22/08/2020,86,260,189,30,-23,1,-13,-26,-5,8
MEXICO,23/08/2020,85,207,110,49,-22,-2,-18,-24,3,5
MICHOACAN,15/02/2020,0,0,0,0,2,2,3,-1,2,-1
MICHOACAN,16/02/2020,0,0,0,0,5,3,1,4,1,-1
MICHOACAN,17/02/2020,0,0,0,0,0,0,3,1,11,-2
MICHOACAN,18/02/2020,0,0,1,0,1,-2,0,-1,10,-2
MICHOACAN,19/02/2020,0,0,0,0,0,-1,1,1,10,-2
MICHOACAN,20/02/2020,0,0,0,0,-1,-2,3,0,8,-2
MICHOACAN,21/02/2020,0,0,0,0,-5,-3,3,2,8,-2
MICHOACAN,22/02/2020,0,0,0,0,-3,-1,5,0,1,0
MICHOACAN,23/02/2020,0,0,0,0,-1,-1,1,1,1,-1
MICHOACAN,24/02/2020,0,0,0,0,-5,-3,8,-2,11,-2
MICHOACAN,25/02/2020,0,0,0,0,-2,-2,8,-1,11,-2
MICHOACAN,26/02/2020,0,0,0,0,-3,0,12,-1,9,-2
MICHOACAN,27/02/2020,0,0,0,0,-2,-1,3,-3,9,-2
MICHOACAN,28/02/2020,0,0,0,0,1,1,2,1,10,-2
MICHOACAN,29/02/2020,0,0,0,0,2,6,4,0,4,0
MICHOACAN,01/03/2020,0,0,0,0,3,5,0,3,2,-1
MICHOACAN,02/03/2020,0,0,0,0,-2,2,4,-3,12,-2
MICHOACAN,03/03/2020,0,0,0,0,-2,1,-1,-6,11,-2
MICHOACAN,04/03/2020,0,0,0,0,0,3,2,-2,11,-2
MICHOACAN,05/03/2020,0,0,0,0,-2,0,3,-4,11,-2
MICHOACAN,06/03/2020,0,0,0,0,-6,-2,1,-1,11,-2
MICHOACAN,07/03/2020,0,0,1,0,-2,1,0,-4,4,0
MICHOACAN,08/03/2020,0,0,0,0,2,2,3,-3,2,0
MICHOACAN,09/03/2020,0,0,0,0,-9,-5,-2,-5,-10,4
MICHOACAN,10/03/2020,0,0,0,0,-3,0,0,-3,11,-2
MICHOACAN,11/03/2020,0,0,1,0,-2,0,0,-2,11,-2
MICHOACAN,12/03/2020,0,0,1,0,0,1,2,-2,9,-3
MICHOACAN,13/03/2020,0,0,8,0,-2,1,-2,10,6,-2
MICHOACAN,14/03/2020,0,0,1,0,2,8,6,14,3,-1
MICHOACAN,15/03/2020,0,0,0,0,4,7,8,-9,0,-1
MICHOACAN,16/03/2020,0,0,3,0,-5,7,3,8,-43,8
MICHOACAN,17/03/2020,0,0,4,0,-4,6,-5,4,-7,2
MICHOACAN,18/03/2020,1,0,7,0,-8,3,-6,-2,-14,4
MICHOACAN,19/03/2020,1,0,8,0,-13,0,-5,-12,-17,5
MICHOACAN,20/03/2020,2,0,7,0,-21,-5,-13,-22,-17,7
MICHOACAN,21/03/2020,5,0,7,0,-24,-4,-18,-23,-3,6
MICHOACAN,22/03/2020,0,0,6,0,-31,-11,-24,-31,-6,6
MICHOACAN,23/03/2020,3,0,12,0,-26,-11,-16,-29,-25,9
MICHOACAN,24/03/2020,3,0,14,0,-29,-12,-21,-29,-27,10
MICHOACAN,25/03/2020,2,0,32,0,-30,-14,-22,-30,-29,11
MICHOACAN,26/03/2020,3,0,19,1,-32,-16,-21,-34,-30,11
MICHOACAN,27/03/2020,1,0,21,0,-37,-18,-25,-39,-28,13
MICHOACAN,28/03/2020,1,0,15,0,-36,-14,-25,-35,-10,10
MICHOACAN,29/03/2020,3,0,10,0,-41,-19,-31,-46,-12,9
MICHOACAN,30/03/2020,0,0,33,0,-31,-17,-22,-35,-31,11
MICHOACAN,31/03/2020,4,0,20,0,-29,-13,-22,-31,-32,11
MICHOACAN,01/04/2020,4,0,29,0,-30,-12,-23,-34,-34,12
MICHOACAN,02/04/2020,1,0,25,0,-39,-12,-23,-38,-36,13
MICHOACAN,03/04/2020,6,0,36,2,-47,-12,-27,-42,-33,14
MICHOACAN,04/04/2020,2,0,22,1,-48,-10,-30,-38,-16,12
MICHOACAN,05/04/2020,2,0,13,0,-54,-18,-35,-50,-17,11
MICHOACAN,06/04/2020,6,0,29,1,-44,-14,-21,-40,-38,14
MICHOACAN,07/04/2020,6,0,25,0,-42,-14,-22,-37,-40,13
MICHOACAN,08/04/2020,4,0,34,1,-41,-10,-21,-36,-41,13
MICHOACAN,09/04/2020,9,0,33,1,-51,-14,-21,-45,-54,16
MICHOACAN,10/04/2020,3,0,25,1,-67,-30,-34,-65,-66,23
MICHOACAN,11/04/2020,2,0,11,1,-60,-23,-31,-55,-41,16
MICHOACAN,12/04/2020,4,0,17,0,-58,-27,-39,-53,-22,11
MICHOACAN,13/04/2020,13,0,45,4,-43,-17,-25,-41,-38,14
MICHOACAN,14/04/2020,16,0,37,2,-44,-16,-28,-40,-39,14
MICHOACAN,15/04/2020,9,0,45,1,-41,-11,-26,-39,-38,13
MICHOACAN,16/04/2020,8,0,82,2,-43,-13,-26,-42,-39,14
MICHOACAN,17/04/2020,14,0,106,0,-47,-16,-32,-48,-35,16
MICHOACAN,18/04/2020,7,0,26,1,-51,-18,-36,-48,-16,12
MICHOACAN,19/04/2020,8,0,22,2,-56,-25,-41,-55,-16,11
MICHOACAN,20/04/2020,28,0,63,4,-49,-22,-32,-48,-36,15
MICHOACAN,21/04/2020,12,0,56,0,-53,-26,-37,-49,-39,15
MICHOACAN,22/04/2020,12,0,43,1,-53,-27,-38,-50,-39,16
MICHOACAN,23/04/2020,20,0,61,3,-54,-27,-37,-51,-39,16
MICHOACAN,24/04/2020,23,0,56,2,-56,-27,-39,-54,-36,17
MICHOACAN,25/04/2020,27,0,51,4,-56,-24,-42,-51,-18,14
MICHOACAN,26/04/2020,20,0,17,3,-60,-29,-46,-58,-18,12
MICHOACAN,27/04/2020,32,0,56,1,-51,-26,-34,-49,-37,16
MICHOACAN,28/04/2020,29,0,70,3,-50,-23,-35,-48,-37,10
MICHOACAN,29/04/2020,23,0,78,5,-48,-19,-33,-45,-37,15
MICHOACAN,30/04/2020,26,0,90,5,-41,-9,-29,-43,-36,13
MICHOACAN,01/05/2020,24,0,38,2,-56,-22,-37,-55,-49,20
MICHOACAN,02/05/2020,16,0,31,1,-52,-17,-37,-49,-19,13
MICHOACAN,03/05/2020,27,0,33,1,-57,-26,-42,-56,-14,11
MICHOACAN,04/05/2020,43,0,77,4,-46,-19,-31,-46,-35,14
MICHOACAN,05/05/2020,21,0,71,5,-47,-21,-32,-47,-38,15
MICHOACAN,06/05/2020,35,1,84,0,-45,-18,-31,-43,-35,15
MICHOACAN,07/05/2020,29,1,70,2,-47,-18,-32,-45,-36,14
MICHOACAN,08/05/2020,43,0,90,4,-48,-16,-32,-48,-32,16
MICHOACAN,09/05/2020,45,0,39,4,-45,-5,-28,-38,-12,11
MICHOACAN,10/05/2020,25,0,32,3,-49,-14,-33,-51,1,6
MICHOACAN,11/05/2020,69,0,152,3,-46,-21,-30,-42,-34,14
MICHOACAN,12/05/2020,58,2,116,2,-46,-18,-29,-43,-35,14
MICHOACAN,13/05/2020,101,1,120,6,-45,-17,-29,-43,-34,14
MICHOACAN,14/05/2020,77,1,135,10,-45,-15,-27,-45,-34,14
MICHOACAN,15/05/2020,103,0,203,4,-44,-10,-28,-46,-30,15
MICHOACAN,16/05/2020,43,0,71,6,-46,-9,-31,-44,-12,12
MICHOACAN,17/05/2020,27,0,31,7,-51,-17,-36,-53,-9,10
MICHOACAN,18/05/2020,67,1,114,4,-41,-14,-26,-42,-31,13
MICHOACAN,19/05/2020,66,0,142,8,-43,-14,-26,-43,-33,14
MICHOACAN,20/05/2020,101,0,137,9,-42,-12,-23,-37,-33,14
MICHOACAN,21/05/2020,79,0,124,10,-43,-13,-22,-40,-33,14
MICHOACAN,22/05/2020,95,0,147,7,-47,-14,-26,-46,-28,15
MICHOACAN,23/05/2020,21,0,42,4,-48,-10,-26,-42,-9,11
MICHOACAN,24/05/2020,35,0,29,9,-51,-16,-29,-50,-6,9
MICHOACAN,25/05/2020,119,2,168,11,-43,-14,-24,-39,-30,13
MICHOACAN,26/05/2020,101,0,132,6,-44,-15,-25,-41,-31,13
MICHOACAN,27/05/2020,90,0,167,12,-43,-14,-24,-38,-30,13
MICHOACAN,28/05/2020,112,0,207,8,-43,-13,-24,-41,-30,13
MICHOACAN,29/05/2020,129,0,206,3,-44,-9,-24,-45,-26,14
MICHOACAN,30/05/2020,47,0,54,4,-44,-6,-24,-38,-4,10
MICHOACAN,31/05/2020,46,0,27,8,-47,-11,-27,-44,0,8
MICHOACAN,01/06/2020,168,0,218,8,-36,-7,-19,-35,-26,12
MICHOACAN,02/06/2020,126,3,151,6,-37,-9,-22,-35,-28,12
MICHOACAN,03/06/2020,148,1,167,7,-36,-8,-19,-34,-26,12
MICHOACAN,04/06/2020,143,0,167,14,-37,-9,-19,-37,-27,12
MICHOACAN,05/06/2020,131,0,185,7,-40,-9,-21,-40,-24,13
MICHOACAN,06/06/2020,72,0,89,9,-41,-7,-25,-35,-3,10
MICHOACAN,07/06/2020,39,0,41,7,-42,-12,-26,-43,1,8
MICHOACAN,08/06/2020,190,0,230,12,-35,-10,-21,-35,-25,11
MICHOACAN,09/06/2020,196,1,221,8,-38,-14,-25,-37,-27,12
MICHOACAN,10/06/2020,152,0,202,11,-34,-9,-20,-35,-26,12
MICHOACAN,11/06/2020,172,0,237,12,-35,-8,-18,-36,-26,12
MICHOACAN,12/06/2020,196,2,339,9,-38,-8,-21,-43,-23,12
MICHOACAN,13/06/2020,79,1,62,14,-37,-3,-20,-36,-1,9
MICHOACAN,14/06/2020,48,2,42,18,-38,-9,-22,-42,4,7
MICHOACAN,15/06/2020,203,1,355,20,-29,-1,-14,-31,-24,10
MICHOACAN,16/06/2020,194,2,286,15,-28,-1,-15,-31,-25,11
MICHOACAN,17/06/2020,200,0,234,24,-29,-3,-15,-32,-25,11
MICHOACAN,18/06/2020,164,1,279,12,-32,-6,-18,-35,-27,11
MICHOACAN,19/06/2020,244,0,297,14,-34,-4,-17,-37,-22,10
MICHOACAN,20/06/2020,122,2,108,14,-32,3,-17,-30,-1,8
MICHOACAN,21/06/2020,50,0,39,10,-36,-5,-22,-40,12,5
MICHOACAN,22/06/2020,218,2,273,8,-33,-9,-20,-33,-28,12
MICHOACAN,23/06/2020,196,1,327,10,-33,-9,-21,-33,-28,12
MICHOACAN,24/06/2020,168,3,333,10,-32,-6,-18,-32,-26,11
MICHOACAN,25/06/2020,155,0,317,6,-34,-8,-21,-35,-28,12
MICHOACAN,26/06/2020,104,2,340,8,-37,-8,-23,-40,-24,13
MICHOACAN,27/06/2020,70,1,126,17,-36,-5,-20,-34,-3,9
MICHOACAN,28/06/2020,29,3,96,11,-38,-10,-24,-40,2,8
MICHOACAN,29/06/2020,171,2,261,6,-31,-7,-18,-33,-26,11
MICHOACAN,30/06/2020,166,4,265,7,-26,0,-20,-28,-26,10
MICHOACAN,01/07/2020,116,3,227,12,-27,-1,-20,-27,-27,10
MICHOACAN,02/07/2020,119,1,198,9,-28,-2,-20,-32,-27,10
MICHOACAN,03/07/2020,127,4,207,5,-32,-3,-21,-35,-23,11
MICHOACAN,04/07/2020,43,1,89,8,-33,-2,-23,-28,-3,8
MICHOACAN,05/07/2020,33,0,44,10,-34,-7,-25,-36,2,6
MICHOACAN,06/07/2020,137,0,242,10,-28,-4,-16,-29,-26,10
MICHOACAN,07/07/2020,127,3,239,7,-29,-5,-21,-28,-27,10
MICHOACAN,08/07/2020,121,2,266,10,-30,-9,-25,-29,-28,11
MICHOACAN,09/07/2020,112,4,228,5,-32,-10,-25,-31,-28,11
MICHOACAN,10/07/2020,116,1,203,8,-32,-5,-21,-34,-23,10
MICHOACAN,11/07/2020,69,1,107,15,-33,-4,-22,-29,-2,7
MICHOACAN,12/07/2020,42,0,50,10,-34,-9,-26,-35,1,6
MICHOACAN,13/07/2020,142,3,289,12,-28,-5,-16,-29,-26,9
MICHOACAN,14/07/2020,141,1,288,8,-26,-4,-18,-27,-27,9
MICHOACAN,15/07/2020,131,2,249,14,-20,1,-15,-23,-26,9
MICHOACAN,16/07/2020,119,1,238,6,-21,1,-14,-25,-27,9
MICHOACAN,17/07/2020,158,4,182,12,-27,-1,-19,-31,-23,9
MICHOACAN,18/07/2020,84,2,81,4,-29,-1,-19,-25,-3,6
MICHOACAN,19/07/2020,46,0,62,4,-29,-6,-21,-32,2,5
MICHOACAN,20/07/2020,191,1,306,5,-24,-4,-15,-25,-27,9
MICHOACAN,21/07/2020,170,3,279,3,-26,-6,-20,-29,-29,10
MICHOACAN,22/07/2020,163,0,240,5,-27,-7,-21,-29,-28,10
MICHOACAN,23/07/2020,188,0,314,8,-26,-5,-17,-27,-27,9
MICHOACAN,24/07/2020,180,1,253,11,-30,-6,-20,-33,-24,10
MICHOACAN,25/07/2020,79,1,108,15,-30,-3,-16,-27,-4,7
MICHOACAN,26/07/2020,59,1,83,17,-32,-10,-21,-33,0,6
MICHOACAN,27/07/2020,204,0,320,13,-27,-7,-16,-27,-27,10
MICHOACAN,28/07/2020,232,2,322,11,-27,-6,-22,-30,-28,10
MICHOACAN,29/07/2020,205,3,223,14,-24,-6,-20,-27,-29,10
MICHOACAN,30/07/2020,175,6,224,8,-23,-3,-20,-27,-29,9
MICHOACAN,31/07/2020,174,2,215,8,-24,0,-22,-27,-25,10
MICHOACAN,01/08/2020,74,2,90,16,-25,1,-19,-21,-4,6
MICHOACAN,02/08/2020,46,1,39,8,-28,-6,-24,-27,-1,6
MICHOACAN,03/08/2020,201,7,232,18,-22,-3,-19,-23,-27,10
MICHOACAN,04/08/2020,190,3,218,7,-21,-2,-20,-26,-28,9
MICHOACAN,05/08/2020,196,17,235,10,-21,-3,-19,-22,-27,9
MICHOACAN,06/08/2020,199,15,244,11,-22,-4,-17,-24,-27,9
MICHOACAN,07/08/2020,203,23,280,15,-26,-5,-19,-29,-24,9
MICHOACAN,08/08/2020,87,15,127,15,-28,-6,-20,-23,-5,7
MICHOACAN,09/08/2020,67,11,54,15,-30,-10,-27,-31,-2,7
MICHOACAN,10/08/2020,246,34,266,15,-24,-8,-18,-25,-27,9
MICHOACAN,11/08/2020,257,28,252,13,-24,-8,-22,-25,-28,9
MICHOACAN,12/08/2020,190,50,243,14,-24,-7,-23,-23,-28,10
MICHOACAN,13/08/2020,166,34,231,7,-22,-5,-19,-25,-27,9
MICHOACAN,14/08/2020,202,41,210,11,-24,-3,-20,-27,-24,9
MICHOACAN,15/08/2020,80,24,106,14,-23,0,-19,-18,-4,6
MICHOACAN,16/08/2020,58,11,49,11,-22,-4,-22,-25,0,5
MICHOACAN,17/08/2020,275,20,271,19,-19,-4,-17,-22,-27,9
MICHOACAN,18/08/2020,241,27,230,13,-18,-3,-19,-22,-27,9
MICHOACAN,19/08/2020,215,22,237,15,-18,-3,-16,-21,-26,9
MICHOACAN,20/08/2020,220,64,180,4,-16,-3,-11,-25,-27,8
MICHOACAN,21/08/2020,166,82,138,13,-20,-2,-13,-27,-23,9
MICHOACAN,22/08/2020,62,45,70,13,-20,-1,-12,-20,-4,6
MICHOACAN,23/08/2020,41,39,34,11,-22,-4,-15,-27,0,5
MORELOS,15/02/2020,0,0,0,0,3,4,3,1,3,-1
MORELOS,16/02/2020,0,0,0,0,3,4,6,9,2,0
MORELOS,17/02/2020,0,0,0,0,-1,2,-2,3,10,-2
MORELOS,18/02/2020,0,0,0,0,-1,0,0,-2,9,-2
MORELOS,19/02/2020,0,0,0,0,-1,0,0,-1,9,-1
MORELOS,20/02/2020,0,0,0,0,-1,1,1,0,9,-1
MORELOS,21/02/2020,0,0,0,0,-1,1,3,8,13,-2
MORELOS,22/02/2020,0,0,0,0,2,7,4,12,3,0
MORELOS,23/02/2020,0,0,0,0,4,8,3,29,1,0
MORELOS,24/02/2020,0,0,0,0,-3,2,1,1,12,-2
MORELOS,25/02/2020,0,0,0,0,0,5,3,1,9,-2
MORELOS,26/02/2020,0,0,1,0,0,1,2,3,9,-2
MORELOS,27/02/2020,0,0,0,0,2,3,4,6,9,-2
